0,1900
0,2000
0,2100
0,2200
0,2300
0,2400
0,2500
100,2000
100,2100
100,2200
100,2300
100,2400
100,2500
200,2100
200,2200
200,2300
200,2400
200,2500
300,2100
300,2200
300,2300
300,2400
300,2500
400,2200
400,2300
400,2400
400,2500
500,2400
500,2500
600,2500
